InvoiceNo,InvoiceDate,InvoiceSum
564043,2011-08-22,20.400
564044,2011-08-22,41.190
564049,2011-08-22,60.580
564050,2011-08-22,103.800
564052,2011-08-22,11.950
564053,2011-08-22,33.000
564055,2011-08-22,54.900
564056,2011-08-22,55.160
564057,2011-08-22,137.900
564058,2011-08-22,16.500
564059,2011-08-22,17.700
564060,2011-08-22,61.280
564061,2011-08-22,181.190
564062,2011-08-22,359.400
564065,2011-08-22,176.160
564075,2011-08-22,37.200
564077,2011-08-22,94.300
564078,2011-08-22,40.800
564083,2011-08-23,16.500
564088,2011-08-23,88.140
564089,2011-08-23,21.000
564090,2011-08-23,72.680
564091,2011-08-23,41.640
564092,2011-08-23,73.200
564133,2011-08-23,33.000
564135,2011-08-23,84.260
564136,2011-08-23,14.220
564137,2011-08-23,7.250
564139,2011-08-23,35.370
564141,2011-08-23,40.640
564144,2011-08-23,12.000
564145,2011-08-23,63.000
564147,2011-08-23,208.900
564149,2011-08-23,91.800
564158,2011-08-23,49.500
564161,2011-08-23,35.250
564162,2011-08-23,14.940
564165,2011-08-23,127.700
564166,2011-08-23,34.260
564167,2011-08-23,98.440
564168,2011-08-23,11.550
564170,2011-08-23,119.000
564171,2011-08-23,81.360
564172,2011-08-23,80.650
564181,2011-08-23,71.160
564182,2011-08-23,49.500
564186,2011-08-23,64.700
564189,2011-08-23,40.580
564190,2011-08-23,17.340
564191,2011-08-23,57.060
564192,2011-08-23,17.000
564195,2011-08-23,19.500
564196,2011-08-23,15.000
564197,2011-08-23,50.350
564198,2011-08-23,14.850
564199,2011-08-23,32.580
564200,2011-08-23,19.650
564203,2011-08-24,30.240
564205,2011-08-24,6.950
564221,2011-08-24,379.520
564223,2011-08-24,52.350
564224,2011-08-24,25.080
564227,2011-08-24,34.800
564230,2011-08-24,1068.720
564231,2011-08-24,68.420
564246,2011-08-24,20.800
564248,2011-08-24,76.320
564256,2011-08-24,80.560
564268,2011-08-24,62.900
564300,2011-08-24,80.100
564301,2011-08-24,82.900
564302,2011-08-24,82.080
564303,2011-08-24,47.280
564304,2011-08-24,7.950
564305,2011-08-24,48.420
564306,2011-08-24,113.400
564307,2011-08-24,13.250
564308,2011-08-24,75.180
564310,2011-08-24,358.000
564313,2011-08-24,43.740
564315,2011-08-24,28.420
564316,2011-08-24,50.800
564318,2011-08-24,81.120
564319,2011-08-24,15.650
564321,2011-08-24,36.100
564322,2011-08-24,463.750
564323,2011-08-24,175.000
564324,2011-08-24,187.560
564327,2011-08-24,204.600
564330,2011-08-24,25.200
564332,2011-08-24,61.200
564333,2011-08-24,6.960
564335,2011-08-24,48.880
564336,2011-08-24,9.090
564342,2011-08-24,87.060
564346,2011-08-24,125.290
564350,2011-08-24,35.400
564351,2011-08-24,116.800
564352,2011-08-24,85.700
564353,2011-08-24,267.640
564355,2011-08-24,50.660
564356,2011-08-24,142.870
564357,2011-08-24,15.000
564359,2011-08-24,26.100
564361,2011-08-24,22.500
564363,2011-08-24,28.200
564364,2011-08-24,15.120
564366,2011-08-25,95.410
564370,2011-08-25,19.900
564371,2011-08-25,16.500
564373,2011-08-25,59.400
564375,2011-08-25,25.780
564376,2011-08-25,17.400
564377,2011-08-25,10.900
564380,2011-08-25,12.600
564398,2011-08-25,17.700
564419,2011-08-25,17.000
564430,2011-08-25,62.400
564432,2011-08-25,72.150
564433,2011-08-25,98.950
564434,2011-08-25,50.100
564436,2011-08-25,50.690
564437,2011-08-25,91.660
564438,2011-08-25,47.200
564439,2011-08-25,5.100
564440,2011-08-25,29.100
564473,2011-08-25,16.500
564482,2011-08-25,22.800
564483,2011-08-25,88.740
564484,2011-08-25,37.980
564489,2011-08-25,88.610
564495,2011-08-25,109.800
564496,2011-08-25,15.000
564503,2011-08-25,69.100
564507,2011-08-25,19.800
564510,2011-08-25,75.580
564516,2011-08-25,108.970
564526,2011-08-25,44.100
564532,2011-08-25,23.900
564534,2011-08-25,8.210
564535,2011-08-25,63.130
564536,2011-08-25,171.120
564537,2011-08-25,19.800
564540,2011-08-25,1.250
564541,2011-08-25,63.540
564543,2011-08-25,15.000
564544,2011-08-25,28.500
564551,2011-08-25,20.400
564552,2011-08-25,122.780
564553,2011-08-25,49.260
564554,2011-08-25,24.840
564556,2011-08-25,24.650
564557,2011-08-25,3.300
564559,2011-08-26,75.210
564561,2011-08-26,274.080
564562,2011-08-26,41.500
564563,2011-08-26,76.320
564572,2011-08-26,98.200
564573,2011-08-26,8.670
564574,2011-08-26,15.000
564614,2011-08-26,27.040
564626,2011-08-26,83.700
564627,2011-08-26,31.600
564630,2011-08-26,105.840
564631,2011-08-26,24.750
564632,2011-08-26,72.650
564635,2011-08-26,101.120
564637,2011-08-26,23.400
564639,2011-08-26,9.110
564640,2011-08-26,17.340
564642,2011-08-26,18.480
564643,2011-08-26,5.850
564646,2011-08-26,230.740
564647,2011-08-26,5.190
564648,2011-08-26,61.560
564653,2011-08-26,60.000
564656,2011-08-26,42.300
564657,2011-08-26,30.000
564660,2011-08-26,108.000
564661,2011-08-26,95.200
564668,2011-08-26,29.280
564710,2011-08-28,104.400
564712,2011-08-28,53.400
564713,2011-08-28,17.800
564715,2011-08-28,1.650
564716,2011-08-28,42.760
564717,2011-08-28,16.600
564718,2011-08-28,10.100
564719,2011-08-28,13.220
564721,2011-08-28,19.800
564722,2011-08-28,21.250
564724,2011-08-28,31.320
564725,2011-08-28,46.680
564726,2011-08-28,82.690
564727,2011-08-28,96.600
564729,2011-08-28,37.670
564731,2011-08-28,33.320
564732,2011-08-28,45.350
564733,2011-08-28,103.490
564735,2011-08-28,124.280
564736,2011-08-28,88.800
564737,2011-08-28,31.600
564739,2011-08-28,20.770
564740,2011-08-28,15.910
564742,2011-08-28,45.990
564743,2011-08-28,17.310
564745,2011-08-28,28.600
564747,2011-08-28,47.960
564750,2011-08-30,45.000
564752,2011-08-30,120.550
564753,2011-08-30,60.650
564754,2011-08-30,109.700
564755,2011-08-30,245.860
564756,2011-08-30,139.730
564757,2011-08-30,93.160
564758,2011-08-30,361.460
564760,2011-08-30,412.430
564785,2011-08-30,3.750
564800,2011-08-30,61.520
564817,2011-08-30,149.260
564818,2011-08-30,193.470
564820,2011-08-30,92.930
564821,2011-08-30,7.050
564825,2011-08-30,188.540
564835,2011-08-30,120.040
564837,2011-08-30,310.090
564838,2011-08-30,234.380
564839,2011-08-30,54.600
564840,2011-08-30,151.540
564841,2011-08-30,211.890
564842,2011-08-30,58.000
564843,2011-08-30,22.230
564846,2011-08-30,24.430
564848,2011-08-30,30.000
564849,2011-08-30,116.600
564850,2011-08-30,38.920
564851,2011-08-30,40.200
564852,2011-08-30,35.100
564855,2011-08-31,25.000
564857,2011-08-31,1300.670
564860,2011-08-31,19.800
564861,2011-08-31,15.000
564863,2011-08-31,93.600
564868,2011-08-31,83.400
564871,2011-08-31,340.000
564872,2011-08-31,326.040
564895,2011-08-31,10.950
564896,2011-08-31,40.800
564901,2011-08-31,14.040
564904,2011-08-31,233.460
564910,2011-08-31,15.000
564943,2011-08-31,54.050
564950,2011-08-31,82.350
564953,2011-08-31,96.240
564957,2011-08-31,45.000
564958,2011-08-31,63.300
564959,2011-08-31,31.600
564962,2011-08-31,19.120
564963,2011-08-31,42.900
564965,2011-08-31,9.960
564966,2011-08-31,34.800
564967,2011-08-31,12.480
564974,2011-08-31,237.550
564976,2011-08-31,7.150
564995,2011-08-31,9.630
565014,2011-08-31,179.000
565056,2011-08-31,34.900
565067,2011-08-31,29.630
565083,2011-09-01,82.640
565084,2011-09-01,50.400
565088,2011-09-01,35.200
565091,2011-09-01,59.900
565092,2011-09-01,52.440
565093,2011-09-01,162.000
565114,2011-09-01,88.560
565115,2011-09-01,24.000
565116,2011-09-01,555.480
565117,2011-09-01,250.920
565118,2011-09-01,26.900
565119,2011-09-01,43.500
565121,2011-09-01,15.300
565122,2011-09-01,16.900
565129,2011-09-01,76.830
565133,2011-09-01,43.200
565139,2011-09-01,232.500
565141,2011-09-01,38.520
565144,2011-09-01,62.400
565147,2011-09-01,9.360
565149,2011-09-01,9.960
565150,2011-09-01,639.680
565151,2011-09-01,49.260
565152,2011-09-01,26.850
565153,2011-09-01,13.200
565154,2011-09-01,16.500
565155,2011-09-01,81.000
565156,2011-09-01,17.640
565181,2011-09-01,201.600
565186,2011-09-01,20.500
565197,2011-09-01,40.350
565198,2011-09-01,27.580
565199,2011-09-01,82.650
565200,2011-09-01,72.900
565201,2011-09-01,62.700
565202,2011-09-01,179.000
565204,2011-09-01,51.000
565207,2011-09-01,21.810
565208,2011-09-01,42.480
565209,2011-09-01,21.150
565210,2011-09-01,20.160
565211,2011-09-01,19.800
565212,2011-09-01,39.660
565216,2011-09-01,79.200
565219,2011-09-01,17.400
565220,2011-09-01,33.600
565221,2011-09-01,79.200
565222,2011-09-01,105.000
565223,2011-09-01,34.300
565224,2011-09-01,50.280
565226,2011-09-02,67.360
565228,2011-09-02,890.400
565230,2011-09-02,542.700
565231,2011-09-02,127.140
565232,2011-09-02,297.170
565233,2011-09-02,277.240
565234,2011-09-02,588.020
565235,2011-09-02,10.500
565236,2011-09-02,30.760
565238,2011-09-02,61.400
565241,2011-09-02,288.000
565242,2011-09-02,4.560
565243,2011-09-02,67.100
565245,2011-09-02,39.600
565248,2011-09-02,34.130
565249,2011-09-02,3.300
565286,2011-09-02,92.220
565292,2011-09-02,55.200
565312,2011-09-02,25.270
565316,2011-09-02,35.400
565317,2011-09-02,121.640
565318,2011-09-02,32.700
565320,2011-09-02,20.650
565324,2011-09-02,37.700
565325,2011-09-02,27.040
565326,2011-09-02,28.750
565327,2011-09-02,17.850
565328,2011-09-02,30.000
565329,2011-09-02,25.660
565331,2011-09-02,22.500
565332,2011-09-02,46.800
565338,2011-09-02,13.200
565346,2011-09-02,7.650
565350,2011-09-02,20.080
565366,2011-09-02,85.250
565377,2011-09-02,852.800
565378,2011-09-02,500.860
565380,2011-09-02,45.000
565381,2011-09-02,23.600
565383,2011-09-02,23.080
565384,2011-09-02,41.850
565386,2011-09-02,3.750
565388,2011-09-02,51.750
565396,2011-09-02,166.640
565397,2011-09-02,39.230
565398,2011-09-02,101.500
565399,2011-09-02,1.560
565401,2011-09-02,47.090
565404,2011-09-04,24.960
565405,2011-09-04,66.500
565406,2011-09-04,15.120
565407,2011-09-04,13.200
565408,2011-09-04,22.270
565409,2011-09-04,30.000
565410,2011-09-04,175.400
565411,2011-09-04,48.290
565413,2011-09-04,42.600
565414,2011-09-04,19.800
565415,2011-09-04,50.170
565417,2011-09-04,28.600
565418,2011-09-04,19.900
565419,2011-09-04,199.200
565420,2011-09-04,45.450
565421,2011-09-04,13.150
565424,2011-09-04,74.040
565426,2011-09-04,26.050
565427,2011-09-04,14.500
565429,2011-09-04,28.950
565431,2011-09-04,58.260
565432,2011-09-04,21.750
565433,2011-09-04,49.500
565434,2011-09-04,135.480
565435,2011-09-04,34.000
565436,2011-09-04,43.000
565437,2011-09-04,75.300
565438,2011-09-04,16.850
565439,2011-09-04,16.500
565441,2011-09-04,11.250
565444,2011-09-04,31.000
565445,2011-09-04,71.760
565446,2011-09-04,63.000
565447,2011-09-04,230.250
565450,2011-09-04,42.750
565451,2011-09-04,61.040
565452,2011-09-04,46.800
565453,2011-09-04,36.300
565454,2011-09-04,39.300
565455,2011-09-04,4.540
565456,2011-09-04,13.430
565458,2011-09-05,62.600
565460,2011-09-05,100.200
565461,2011-09-05,30.000
565462,2011-09-05,10.080
565463,2011-09-05,15.000
565465,2011-09-05,156.640
565467,2011-09-05,15.000
565468,2011-09-05,17.250
565471,2011-09-05,348.000
565472,2011-09-05,87.090
565473,2011-09-05,15.300
565478,2011-09-05,22.440
565479,2011-09-05,49.000
565481,2011-09-05,23.800
565488,2011-09-05,14.850
565491,2011-09-05,480.240
565513,2011-09-05,34.800
565515,2011-09-05,16.600
565541,2011-09-05,67.740
565542,2011-09-05,49.320
565563,2011-09-05,4.150
565565,2011-09-05,39.000
565579,2011-09-05,12.600
565580,2011-09-05,128.760
565585,2011-09-05,21.700
565588,2011-09-05,27.010
565590,2011-09-05,266.400
565593,2011-09-05,23.500
565594,2011-09-05,10.500
565595,2011-09-05,54.020
565596,2011-09-05,23.600
565610,2011-09-05,34.920
565611,2011-09-05,120.000
565613,2011-09-05,43.300
565614,2011-09-05,22.800
565616,2011-09-05,42.960
565617,2011-09-05,62.720
565618,2011-09-05,54.840
565631,2011-09-05,39.600
565643,2011-09-05,30.000
565644,2011-09-05,129.360
565648,2011-09-05,47.960
565649,2011-09-05,58.700
565664,2011-09-05,146.990
565665,2011-09-05,87.580
565667,2011-09-06,60.000
565668,2011-09-06,120.000
565670,2011-09-06,58.960
565672,2011-09-06,23.480
565673,2011-09-06,17.700
565674,2011-09-06,74.800
565675,2011-09-06,697.300
565677,2011-09-06,34.000
565680,2011-09-06,100.800
565682,2011-09-06,75.860
565684,2011-09-06,39.900
565685,2011-09-06,88.800
565723,2011-09-06,50.400
565724,2011-09-06,17.700
565725,2011-09-06,77.190
565726,2011-09-06,164.740
565727,2011-09-06,69.600
565728,2011-09-06,58.400
565730,2011-09-06,76.900
565731,2011-09-06,6.800
565732,2011-09-06,33.300
565733,2011-09-06,33.900
565734,2011-09-06,76.590
565736,2011-09-06,155.520
565737,2011-09-06,50.040
565738,2011-09-06,33.000
565740,2011-09-06,234.720
565751,2011-09-06,18.900
565756,2011-09-06,30.420
565758,2011-09-06,72.500
565763,2011-09-06,210.360
565766,2011-09-06,97.890
565767,2011-09-06,455.840
565768,2011-09-06,9.900
565769,2011-09-06,67.500
565776,2011-09-06,212.840
565778,2011-09-06,59.200
565779,2011-09-06,69.600
565782,2011-09-06,16.850
565788,2011-09-07,15.600
565790,2011-09-07,41.600
565792,2011-09-07,30.000
565794,2011-09-07,179.000
565795,2011-09-07,24.940
565796,2011-09-07,34.000
565802,2011-09-07,15.000
565803,2011-09-07,61.400
565805,2011-09-07,34.000
565806,2011-09-07,66.360
565835,2011-09-07,31.050
565836,2011-09-07,346.960
565838,2011-09-07,180.600
565839,2011-09-07,166.200
565840,2011-09-07,356.570
565841,2011-09-07,299.800
565842,2011-09-07,25.200
565844,2011-09-07,70.350
565845,2011-09-07,41.600
565846,2011-09-07,14.840
565847,2011-09-07,514.710
565849,2011-09-07,38.280
565850,2011-09-07,43.760
565852,2011-09-07,2.100
565853,2011-09-07,30.240
565855,2011-09-07,29.880
565856,2011-09-07,31.200
565859,2011-09-07,24.110
565860,2011-09-07,4.680
565862,2011-09-07,37.750
565863,2011-09-07,82.080
565901,2011-09-07,127.500
565915,2011-09-07,66.000
565917,2011-09-07,192.380
565918,2011-09-07,16.920
565919,2011-09-07,332.710
565920,2011-09-08,71.200
565921,2011-09-08,30.150
565922,2011-09-08,73.080
565923,2011-09-08,36.300
565926,2011-09-08,65.100
565932,2011-09-08,22.960
565934,2011-09-08,19.800
565971,2011-09-08,34.840
565990,2011-09-08,17.000
565993,2011-09-08,17.700
565994,2011-09-08,6.600
565995,2011-09-08,125.550
566001,2011-09-08,2.490
566005,2011-09-08,22.140
566006,2011-09-08,62.640
566008,2011-09-08,16.110
566010,2011-09-08,60.220
566013,2011-09-08,44.200
566016,2011-09-08,184.020
566017,2011-09-08,20.800
566018,2011-09-08,70.460
566019,2011-09-08,94.100
566021,2011-09-08,29.220
566023,2011-09-08,51.000
566024,2011-09-08,88.300
566025,2011-09-08,11.050
566026,2011-09-08,19.800
566027,2011-09-08,73.520
566033,2011-09-08,39.430
566035,2011-09-08,33.500
566037,2011-09-08,139.200
566039,2011-09-08,84.780
566042,2011-09-08,8.740
566043,2011-09-08,47.460
566046,2011-09-08,10.200
566047,2011-09-08,17.400
566048,2011-09-08,79.190
566053,2011-09-08,19.480
566055,2011-09-08,18.150
566057,2011-09-08,33.230
566058,2011-09-08,9.360
566060,2011-09-08,305.150
566061,2011-09-08,10.000
566062,2011-09-08,90.000
566072,2011-09-08,20.370
566073,2011-09-08,78.900
566077,2011-09-09,77.320
566079,2011-09-09,75.400
566081,2011-09-09,33.750
566083,2011-09-09,25.920
566085,2011-09-09,25.170
566086,2011-09-09,284.400
566087,2011-09-09,58.300
566091,2011-09-09,21.340
566092,2011-09-09,165.000
566094,2011-09-09,95.890
566123,2011-09-09,48.750
566124,2011-09-09,25.750
566162,2011-09-09,32.850
566164,2011-09-09,258.360
566169,2011-09-09,19.680
566171,2011-09-09,9.200
566172,2011-09-09,39.600
566186,2011-09-09,66.540
566189,2011-09-09,4.250
566190,2011-09-09,34.400
566191,2011-09-09,54.640
566193,2011-09-09,30.000
566194,2011-09-09,32.220
566196,2011-09-09,76.500
566198,2011-09-09,13.200
566199,2011-09-09,19.800
566200,2011-09-09,19.300
566202,2011-09-09,59.420
566203,2011-09-09,27.400
566204,2011-09-09,10.500
566206,2011-09-09,14.850
566207,2011-09-09,51.840
566213,2011-09-09,223.660
566215,2011-09-09,34.750
566217,2011-09-09,46.240
566219,2011-09-09,212.020
566220,2011-09-09,99.360
566221,2011-09-09,141.730
566224,2011-09-09,6.240
566225,2011-09-11,27.750
566226,2011-09-11,33.300
566227,2011-09-11,110.400
566228,2011-09-11,179.000
566230,2011-09-11,80.380
566231,2011-09-11,59.280
566234,2011-09-11,27.870
566235,2011-09-11,60.360
566236,2011-09-11,70.500
566237,2011-09-11,17.700
566238,2011-09-11,23.800
566239,2011-09-11,15.600
566240,2011-09-11,20.450
566245,2011-09-11,104.640
566246,2011-09-11,315.840
566248,2011-09-11,29.700
566249,2011-09-11,32.800
566251,2011-09-11,34.210
566254,2011-09-11,67.500
566255,2011-09-11,216.000
566258,2011-09-11,148.110
566259,2011-09-11,174.000
566260,2011-09-11,50.400
566261,2011-09-11,88.610
566262,2011-09-11,7.050
566264,2011-09-11,3.250
566265,2011-09-11,83.300
566266,2011-09-11,105.460
566269,2011-09-11,29.540
566270,2011-09-11,142.400
566271,2011-09-11,141.230
566272,2011-09-11,70.750
566273,2011-09-11,51.400
566274,2011-09-11,26.100
566275,2011-09-11,106.980
566276,2011-09-11,35.100
566278,2011-09-11,10.200
566279,2011-09-11,10.400
566281,2011-09-11,300.870
566282,2011-09-11,84.900
566283,2011-09-11,13.200
566284,2011-09-11,56.200
566285,2011-09-11,39.340
566286,2011-09-11,20.800
566287,2011-09-11,6.000
566288,2011-09-11,29.850
566290,2011-09-11,127.250
566291,2011-09-11,33.000
566292,2011-09-11,62.400
566293,2011-09-11,4.560
566294,2011-09-11,52.650
566295,2011-09-11,60.250
566296,2011-09-11,17.090
566297,2011-09-11,4.270
566298,2011-09-11,27.550
566300,2011-09-11,158.700
566301,2011-09-11,16.000
566302,2011-09-11,8.250
566303,2011-09-12,31.600
566304,2011-09-12,25.000
566305,2011-09-12,64.000
566306,2011-09-12,78.960
566307,2011-09-12,198.240
566308,2011-09-12,35.580
566310,2011-09-12,280.800
566315,2011-09-12,90.880
566317,2011-09-12,110.460
566319,2011-09-12,64.000
566326,2011-09-12,39.340
566328,2011-09-12,70.200
566329,2011-09-12,41.990
566334,2011-09-12,40.000
566345,2011-09-12,97.050
566364,2011-09-12,67.980
566393,2011-09-12,24.900
566394,2011-09-12,93.000
566395,2011-09-12,66.400
566396,2011-09-12,32.760
566397,2011-09-12,11.650
566398,2011-09-12,20.800
566399,2011-09-12,94.680
566400,2011-09-12,169.800
566402,2011-09-12,18.960
566405,2011-09-12,270.480
566408,2011-09-12,285.760
566420,2011-09-12,30.780
566421,2011-09-12,59.940
566422,2011-09-12,16.800
566424,2011-09-12,41.460
566425,2011-09-12,25.000
566426,2011-09-12,94.800
566427,2011-09-12,25.450
566428,2011-09-12,48.180
566431,2011-09-12,37.620
566432,2011-09-12,6.960
566434,2011-09-12,79.950
566435,2011-09-12,23.400
566438,2011-09-12,41.680
566440,2011-09-12,51.140
566441,2011-09-12,41.200
566442,2011-09-12,58.600
566443,2011-09-12,90.140
566444,2011-09-12,57.000
566446,2011-09-12,141.430
566447,2011-09-12,84.960
566448,2011-09-12,51.000
566450,2011-09-12,29.750
566451,2011-09-12,120.400
566477,2011-09-13,27.300
566480,2011-09-13,20.800
566482,2011-09-13,205.460
566483,2011-09-13,45.000
566485,2011-09-13,20.400
566486,2011-09-13,49.920
566487,2011-09-13,50.400
566489,2011-09-13,19.800
566491,2011-09-13,17.640
566495,2011-09-13,62.470
566518,2011-09-13,8.340
566520,2011-09-13,13.250
566534,2011-09-13,544.810
566537,2011-09-13,30.000
566539,2011-09-13,56.220
566554,2011-09-13,174.800
566558,2011-09-13,211.200
566559,2011-09-13,17.000
566560,2011-09-13,57.980
566561,2011-09-13,79.860
566562,2011-09-13,163.690
566563,2011-09-13,56.850
566564,2011-09-13,13.980
566566,2011-09-13,59.210
566567,2011-09-13,98.150
566571,2011-09-13,132.900
566572,2011-09-13,35.400
566575,2011-09-13,546.000
566576,2011-09-13,76.300
566577,2011-09-13,586.670
566580,2011-09-13,63.460
566581,2011-09-13,276.090
566582,2011-09-13,438.700
566583,2011-09-13,106.500
566585,2011-09-13,15.300
566587,2011-09-13,42.500
566589,2011-09-13,75.800
566590,2011-09-13,10.080
566591,2011-09-13,77.270
566592,2011-09-13,72.780
566595,2011-09-13,555.120
566597,2011-09-13,173.750
566599,2011-09-13,57.790
566600,2011-09-13,121.980
566601,2011-09-13,42.860
566602,2011-09-13,63.420
566603,2011-09-13,152.250
566604,2011-09-13,31.650
566605,2011-09-13,25.860
566607,2011-09-13,86.260
566612,2011-09-13,96.630
566617,2011-09-14,31.800
566618,2011-09-14,163.200
566620,2011-09-14,30.000
566621,2011-09-14,57.500
566622,2011-09-14,26.900
566629,2011-09-14,10.200
566630,2011-09-14,35.400
566631,2011-09-14,24.900
566633,2011-09-14,49.920
566634,2011-09-14,223.500
566647,2011-09-14,24.430
566648,2011-09-14,47.600
566649,2011-09-14,35.400
566667,2011-09-14,7.500
566669,2011-09-14,30.750
566673,2011-09-14,70.370
566674,2011-09-14,58.140
566675,2011-09-14,9.360
566694,2011-09-14,75.300
566705,2011-09-14,201.100
566708,2011-09-14,19.800
566709,2011-09-14,101.300
566713,2011-09-14,34.430
566717,2011-09-14,48.170
566718,2011-09-14,17.850
566720,2011-09-14,87.220
566721,2011-09-14,65.100
566722,2011-09-14,114.120
566723,2011-09-14,19.900
566724,2011-09-14,48.000
566726,2011-09-14,35.950
566727,2011-09-14,228.960
566728,2011-09-14,38.880
566729,2011-09-14,1.650
566730,2011-09-14,13.230
566731,2011-09-14,9.900
566732,2011-09-14,20.800
566733,2011-09-14,40.200
566734,2011-09-14,11.900
566735,2011-09-14,17.000
566737,2011-09-14,34.920
566744,2011-09-14,109.000
566746,2011-09-14,24.960
566747,2011-09-14,62.400
566750,2011-09-14,91.800
566757,2011-09-14,120.940
566769,2011-09-15,77.700
566771,2011-09-15,194.340
566772,2011-09-15,60.000
566774,2011-09-15,35.100
566778,2011-09-15,6.500
566781,2011-09-15,100.740
566786,2011-09-15,92.800
566787,2011-09-15,405.810
566788,2011-09-15,338.400
566789,2011-09-15,27.000
566790,2011-09-15,129.000
566817,2011-09-15,60.480
566818,2011-09-15,61.800
566819,2011-09-15,17.700
566821,2011-09-15,51.540
566822,2011-09-15,40.500
566829,2011-09-15,90.000
566833,2011-09-15,40.080
566847,2011-09-15,42.050
566849,2011-09-15,216.960
566850,2011-09-15,29.880
566851,2011-09-15,76.120
566860,2011-09-15,113.910
566862,2011-09-15,42.300
566863,2011-09-15,15.000
566864,2011-09-15,2.780
566866,2011-09-15,89.640
566867,2011-09-15,475.200
566868,2011-09-15,38.190
566869,2011-09-15,62.400
566870,2011-09-15,24.960
566871,2011-09-15,24.800
566872,2011-09-15,25.150
566891,2011-09-15,128.000
566901,2011-09-15,242.640
566904,2011-09-15,15.000
566912,2011-09-15,104.040
566913,2011-09-15,109.990
566914,2011-09-15,59.950
566915,2011-09-15,20.800
566917,2011-09-15,99.600
566922,2011-09-15,156.100
566923,2011-09-15,27.400
566929,2011-09-15,648.540
566930,2011-09-15,33.000
566932,2011-09-15,16.830
566933,2011-09-15,183.200
566934,2011-09-15,1603.000
566936,2011-09-15,687.000
566937,2011-09-15,135.000
566938,2011-09-15,222.940
566949,2011-09-15,487.530
566950,2011-09-15,167.800
566951,2011-09-15,15.000
566952,2011-09-15,156.530
566959,2011-09-15,85.020
566962,2011-09-15,6.900
566964,2011-09-15,7.500
566967,2011-09-15,25.200
566968,2011-09-15,23.600
566969,2011-09-15,47.100
566971,2011-09-16,15.000
566972,2011-09-16,66.090
566973,2011-09-16,77.300
566975,2011-09-16,76.660
566976,2011-09-16,261.650
566979,2011-09-16,187.920
566980,2011-09-16,110.400
566981,2011-09-16,70.600
566985,2011-09-16,280.080
566988,2011-09-16,234.200
567024,2011-09-16,596.000
567043,2011-09-16,33.310
567062,2011-09-16,15.000
567066,2011-09-16,63.000
567074,2011-09-16,3.900
567076,2011-09-16,85.800
567077,2011-09-16,22.650
567092,2011-09-16,53.700
567093,2011-09-16,106.350
567094,2011-09-16,31.400
567095,2011-09-16,121.800
567096,2011-09-16,75.050
567099,2011-09-16,13.500
567102,2011-09-16,143.260
567104,2011-09-16,75.300
567111,2011-09-16,81.000
567124,2011-09-16,50.520
567126,2011-09-16,53.920
567128,2011-09-16,203.260
567138,2011-09-16,17.000
567139,2011-09-16,24.900
567140,2011-09-16,52.500
567141,2011-09-16,14.040
567142,2011-09-16,35.400
567145,2011-09-16,42.900
567148,2011-09-16,47.360
567153,2011-09-16,7.450
567154,2011-09-16,232.500
567156,2011-09-16,42.180
567157,2011-09-16,328.800
567159,2011-09-18,41.890
567160,2011-09-18,13.150
567161,2011-09-18,78.800
567162,2011-09-18,61.200
567163,2011-09-18,110.520
567164,2011-09-18,13.060
567165,2011-09-18,28.650
567166,2011-09-18,18.750
567167,2011-09-18,41.810
567168,2011-09-18,9.450
567170,2011-09-18,49.530
567172,2011-09-18,116.000
567173,2011-09-18,76.840
567174,2011-09-18,68.550
567175,2011-09-18,4.950
567176,2011-09-18,38.580
567178,2011-09-18,25.000
567180,2011-09-18,93.490
567181,2011-09-18,9.480
567182,2011-09-18,96.320
567183,2011-09-18,398.180
567184,2011-09-18,143.750
567185,2011-09-18,99.540
567186,2011-09-18,55.900
567189,2011-09-19,19.900
567190,2011-09-19,63.000
567192,2011-09-19,0.830
567194,2011-09-19,15.000
567195,2011-09-19,67.320
567200,2011-09-19,71.160
567202,2011-09-19,183.000
567203,2011-09-19,17.000
567204,2011-09-19,105.300
567205,2011-09-19,34.680
567206,2011-09-19,56.500
567211,2011-09-19,79.750
567213,2011-09-19,5.250
567236,2011-09-19,17.000
567239,2011-09-19,60.000
567252,2011-09-19,76.320
567288,2011-09-19,10.360
567294,2011-09-19,48.900
567297,2011-09-19,98.000
567301,2011-09-19,0.420
567302,2011-09-19,82.600
567303,2011-09-19,156.620
567304,2011-09-19,51.970
567307,2011-09-19,66.800
567308,2011-09-19,76.320
567311,2011-09-19,39.600
567312,2011-09-19,84.580
567313,2011-09-19,20.800
567323,2011-09-19,4.680
567326,2011-09-19,46.370
567327,2011-09-19,66.280
567328,2011-09-19,53.850
567329,2011-09-19,51.000
567333,2011-09-19,46.400
567338,2011-09-19,27.600
567339,2011-09-19,61.640
567341,2011-09-19,176.480
567344,2011-09-19,14.640
567368,2011-09-20,17.700
567369,2011-09-20,10.500
567370,2011-09-20,52.800
567372,2011-09-20,9.960
567373,2011-09-20,9.960
567374,2011-09-20,70.200
567375,2011-09-20,61.500
567376,2011-09-20,68.000
567379,2011-09-20,220.000
567381,2011-09-20,2529.600
567382,2011-09-20,33.000
567383,2011-09-20,69.550
567384,2011-09-20,127.680
567385,2011-09-20,351.000
567386,2011-09-20,39.360
567387,2011-09-20,231.360
567408,2011-09-20,6.960
