,Unnamed: 0,Unnamed: 0.1,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
1032,1032,1033,boat,17.862000000000005,0.0897,67.32600000000001,67.32600000000001,17.862000000000005,52.862,0.0678,0.0789,0.0897,1.0905,1249.9998,7.130898670296334,49.464
1033,1033,1034,boat,21.45,0.7369,33.462,33.462,21.45,46.45,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,12.012000000000004
1038,1038,1039,boat,36.476,0.0143,341.548,341.548,36.476,65.976,0.0678,0.0503,0.0143,0.0289,6250.0013,8.740336950730425,305.072
1039,1039,1040,boat,6.87,0.0531,39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,32.976
1040,1040,1041,boat,6.87,0.6817,39.846,39.846,6.87,31.87,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,32.976
1049,1049,1050,boat,10.296,0.7369,61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,51.480000000000004
1051,1051,1052,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
1058,1058,1059,boat,52.488,0.0531,166.21200000000005,166.21200000000005,52.488,77.488,0.2537,0.1498,0.0531,0.0052,5416.6667,8.59723590524362,113.72400000000005
1060,1060,1061,boat,45.288,0.6817,143.412,143.412,45.288,70.288,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,98.12400000000001
1061,1061,1062,boat,30.888,0.7369,97.812,97.812,30.888,55.88800000000001,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,66.92399999999999
1064,1064,1065,boat,38.088,0.6817,120.612,120.612,38.088,63.088,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,82.524
1067,1067,1068,boat,38.088,0.7369,120.612,120.612,38.088,63.088,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,82.524
1071,1071,1072,boat,23.688,0.6817,75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,51.324
1072,1072,1073,boat,189.012,0.0897,351.496,351.496,189.012,224.012,0.0678,0.0789,0.0897,1.0905,6250.0013,8.740336950730425,162.48399999999998
1074,1074,1075,boat,10.296,0.7369,61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,51.480000000000004
1075,1075,1076,boat,76.176,0.1082,267.67400000000004,267.67400000000004,76.176,105.676,0.0678,0.0503,0.1082,0.324,3749.9999,8.22951109229779,191.49800000000005
1079,1079,1080,boat,5.496,0.7369,32.976,32.976,5.496,30.496,0.2537,0.1498,0.7369,2.3101,1249.9998,7.130898670296334,27.479999999999997
1081,1081,1082,boat,76.176,0.0143,267.67400000000004,267.67400000000004,76.176,105.676,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,191.49800000000005
1085,1085,1086,boat,37.896,0.7369,227.376,227.376,37.896,62.896,0.2537,0.1498,0.7369,2.3101,12499.998,9.43348376329038,189.48000000000002
1089,1089,1090,boat,15.095999999999998,0.0531,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,75.47999999999999
1090,1090,1091,boat,37.896,0.6817,227.376,227.376,37.896,62.896,0.2537,0.1498,0.6817,2.3014,12499.998,9.43348376329038,189.48000000000002
1091,1091,1092,boat,5.496,0.6817,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,27.479999999999997
1094,1094,1095,boat,30.888,0.7369,97.812,97.812,30.888,55.88800000000001,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,66.92399999999999
1098,1098,1099,boat,5.9220000000000015,0.6817,76.986,76.986,5.9220000000000015,30.922,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,71.06400000000001
1099,1099,1100,boat,15.792,0.0531,63.168,63.168,15.792,40.792,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,47.376
1100,1100,1101,boat,20.592,0.0531,82.368,82.368,20.592,45.592,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.775999999999996
1102,1102,1103,boat,6.29,0.0531,71.706,71.706,6.29,31.29,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,65.416
1118,1118,1119,boat,15.79,0.7369,180.00599999999997,180.00599999999997,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12499.998,9.43348376329038,164.21599999999998
1121,1121,1122,boat,48.90600000000001,0.0732,204.204,204.204,48.90600000000001,78.406,0.0678,0.0052,0.0732,0.1726,2916.6666,7.978196667826407,155.298
1127,1127,1128,boat,8.29,0.7369,94.506,94.506,8.29,33.29,0.2537,0.1498,0.7369,2.3101,6250.0013,8.740336950730425,86.21600000000001
1129,1129,1130,boat,3.29,0.0531,37.506,37.506,3.29,28.29,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,34.216
1132,1132,1133,boat,10.29,0.7369,117.306,117.306,10.29,35.29,0.2537,0.1498,0.7369,2.3101,7916.6663,8.976725474478886,107.01599999999999
1133,1133,1134,boat,6.29,0.6817,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,65.416
1135,1135,1136,boat,37.506,0.0102,101.99,101.99,37.506,72.506,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,64.484
1138,1138,1139,boat,5.29,0.7369,60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,55.016
1139,1139,1140,boat,6.29,0.6817,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,65.416
1140,1140,1141,boat,6.29,0.6817,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,65.416
1141,1141,1142,boat,132.99,0.0156,4.29,4.29,132.99,167.99,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,128.70000000000002
1142,1142,1143,boat,163.99,0.0361,5.29,5.29,163.99,198.99,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,158.70000000000002
1150,1150,1151,boat,6.29,0.6817,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,65.416
1151,1151,1152,boat,60.306,0.0102,163.99,163.99,60.306,95.306,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,103.68400000000001
1152,1152,1153,boat,6.29,0.0531,71.706,71.706,6.29,31.29,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,65.416
1154,1154,1155,boat,39.99,0.1574,30.186,30.186,39.99,63.99,0.1049,0.0451,0.1574,0.4671,416.66668,6.0322865736282365,9.804000000000002
1158,1158,1159,boat,71.706,0.0559,194.99,194.99,71.706,106.706,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,123.284
1160,1160,1161,boat,27.676,0.0143,259.148,259.148,27.676,57.176,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,231.47200000000004
1162,1162,1163,boat,45.288,0.0531,143.412,143.412,45.288,70.288,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,98.12400000000001
1164,1164,1165,boat,69.476,0.0102,388.434,388.434,69.476,104.476,0.0678,0.0789,0.0102,0.0209,12499.998,9.43348376329038,318.958
1170,1170,1171,boat,106.434,0.2413,255.15,255.15,106.434,141.434,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,148.716
1171,1171,1172,boat,155.80200000000005,0.0108,164.834,164.834,155.80200000000005,190.802,0.0678,0.0025,0.0108,0.2377,8750.001,9.076809093637367,9.031999999999954
1174,1174,1175,boat,86.802,0.0102,91.834,91.834,86.802,121.802,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,5.0319999999999965
1181,1181,1182,boat,235.436,0.6817,339.89,339.89,235.436,260.436,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,104.45399999999998
